word,neg_docs_with_word,pos_docs_with_word,neg_docs_without_word,pos_docs_without_word,neg_rate,pos_rate,doc_freq_total,odds_ratio_neg_vs_pos,log2_odds_neg_vs_pos,chi_square_df1,p_value,n_negative_docs,n_positive_docs,favours,p_value_fdr_bh,significant_5pct
forward,0,21,590,459,0.0,0.04375,21,0.018096607132308058,-5.788136952810221,26.329242135367018,2.8789652335747894e-07,590,480,positive,2.825651062582664e-06,True
loved,0,21,590,459,0.0,0.04375,21,0.018096607132308058,-5.788136952810221,26.329242135367018,2.8789652335747894e-07,590,480,positive,2.825651062582664e-06,True
involved,0,21,590,459,0.0,0.04375,21,0.018096607132308058,-5.788136952810221,26.329242135367018,2.8789652335747894e-07,590,480,positive,2.825651062582664e-06,True
gameplay,7,35,583,445,0.011864406779661017,0.07291666666666667,42,0.16130200224483146,-2.63216374808159,26.16002231766654,3.1426175164602786e-07,590,480,positive,3.028340515861723e-06,True
show,2,25,588,455,0.003389830508474576,0.052083333333333336,27,0.07588251953287688,-3.7200886083205265,25.51355570582147,4.392856491025175e-07,590,480,positive,4.014161965936798e-06,True
version,2,25,588,455,0.003389830508474576,0.052083333333333336,27,0.07588251953287688,-3.7200886083205265,25.51355570582147,4.392856491025175e-07,590,480,positive,4.014161965936798e-06,True
note,0,20,590,460,0.0,0.041666666666666664,20,0.019020672848557445,-5.716287907923905,25.0515873015873,5.581678810776224e-07,590,480,positive,4.563516866261113e-06,True
hopefully,0,20,590,460,0.0,0.041666666666666664,20,0.019020672848557445,-5.716287907923905,25.0515873015873,5.581678810776224e-07,590,480,positive,4.563516866261113e-06,True
solution,0,20,590,460,0.0,0.041666666666666664,20,0.019020672848557445,-5.716287907923905,25.0515873015873,5.581678810776224e-07,590,480,positive,4.563516866261113e-06,True
expect,0,20,590,460,0.0,0.041666666666666664,20,0.019020672848557445,-5.716287907923905,25.0515873015873,5.581678810776224e-07,590,480,positive,4.563516866261113e-06,True
late,0,20,590,460,0.0,0.041666666666666664,20,0.019020672848557445,-5.716287907923905,25.0515873015873,5.581678810776224e-07,590,480,positive,4.563516866261113e-06,True
great,21,55,569,425,0.03559322033898305,0.11458333333333333,76,0.289435177055897,-1.7886878216701572,25.027791030677076,5.650990720591358e-07,590,480,positive,4.563516866261113e-06,True
characters,24,59,566,421,0.04067796610169491,0.12291666666666666,83,0.3063703857535954,-1.7066512440711685,25.01694424737571,5.68287005987233e-07,590,480,positive,4.563516866261113e-06,True
bugs,16,47,574,433,0.02711864406779661,0.09791666666666667,63,0.2621135083138656,-1.9317363883967726,23.94138455927332,9.931373067587265e-07,590,480,positive,7.519468179744644e-06,True
locations,2,23,588,457,0.003389830508474576,0.04791666666666667,25,0.08270214573654622,-3.5959314286573143,22.996640850971804,1.6228471320582996e-06,590,480,positive,1.1170246493388297e-05,True
already,2,23,588,457,0.003389830508474576,0.04791666666666667,25,0.08270214573654622,-3.5959314286573143,22.996640850971804,1.6228471320582996e-06,590,480,positive,1.1170246493388297e-05,True
walk,2,23,588,457,0.003389830508474576,0.04791666666666667,25,0.08270214573654622,-3.5959314286573143,22.996640850971804,1.6228471320582996e-06,590,480,positive,1.1170246493388297e-05,True
allows,2,22,588,458,0.003389830508474576,0.04583333333333333,24,0.08656660058529217,-3.530045682885702,21.74485608793971,3.1142375107812897e-06,590,480,positive,1.9649355722786708e-05,True
city,10,36,580,444,0.01694915254237288,0.075,46,0.22027538848182365,-2.1826197841370534,21.678856306420414,3.2232449315800773e-06,590,480,positive,2.0097880161616954e-05,True
everyone,2,21,588,459,0.003389830508474576,0.04375,23,0.0907905396060145,-3.4613142135641453,20.497857601358128,5.969803330381319e-06,590,480,positive,3.3659529415979776e-05,True
